published,score,themes,source,title,link,description,feed
2026-08-07T05:45:20+00:00,9,"['AI / tech risk', 'market selling', 'macro / flows']",The Economic Times,"Global Market: Japan stocks fall over 1% as chip shares tumble, SoftBank declines despite earnings beat - The Economic Times",https://news.google.com/rss/articles/CBMiiAJBVV95cUxNamZfbk9zS19uRVFrRWFsRkxlUk45QWU0SWptQjlXNTNmZEN4eFc5dk1tdVh4ZVJFdjc0dEppMDhDdkJNT3BzSHR6TFhBTEJQWXBFbjJkWnN1WU9VU1JXbnItNDRQdDlEU0I2anBWRl9uWUFaX0t4NVVXaXR0OURtNHBYU1EwV1BpWUZZMmpMRE9RemxIUWJFNERPQWRGMmYtVzZHbTQ2VWFzY05KVVVhSWM5bzIzeW9vQU12Q1dkaC11cHhicEVkUVIzRmg3ajRadFhYS2JfRG0yZ2FzdHVBdzdHZzFyd0NMNGdhWGhXQzA5bVFPeER1bGo4bk5zei1EZWx3a3h6TknSAY4CQVVfeXFMUHpabHQwbnU1VnJ2RlI1dllrUGhSWnNBQktmNzB5aktvUnVUbTlQdWFwaldFLTJvdUlXV0s0alBla2RpbmI3c3VFNHhvVXczVjkyQ0hVY1BXTlctMHVILVV4QmNUZThDaHVRV21EM0FpUVBsbmZfUVZkWDhIM2ZEU3k1OHdWUUhUdEpBTzlwbHM0S2dfeUpVV2xWU0dDemZYaUQteFpvLTFJTFZ5M1NlaU5PNzZycjYwdnd3ZHNSZkVIZ0d4UlRfT3lwano5c0psRF91em9WWkkzSjRPT3E2RXRvOF8ya09uWWZZSVZyV1lNeklLQ1J1S1Z1dkIyOVYtRlZ2MHdOUFhnTFkweG9B?oc=5,"Global Market: Japan stocks fall over 1% as chip shares tumble, SoftBank declines despite earnings beat The Economic Times","""(AI OR ""artificial intelligence"" OR Nvidia OR semiconductor OR technology) (selloff OR ""market fall"" OR ""stocks fall"" OR correction) when:1d"" - Google News"
2026-08-07T05:16:47+00:00,9,"['market selling', 'India market', 'macro / flows']",Inshorts,"Sensex falls nearly 300 points, Nifty slips to around 24,600 | Rupee also fell against US dollar in early trade | Inshorts - Inshorts",https://news.google.com/rss/articles/CBMiqwFBVV95cUxOb1Bya2NxV3JwcWtGYWd6Qld2TlprS0ltZEhGMmxHajM0QS1MR1pUUVdWNl9jMmpCaGdlRzFqTlpHUVJLQWZRLU5UcUNJbHFxTWljNm95RzY1ZG1DeTBsaGE3Q0UwWTdsc2ZMVExfS2FELW5GbHJwWjBvcHF6R3BIUk12MnQ1bWlFaU5fZUJ2QVFwVW9tdzI1WTdHZE1NS1plaUxSM25Fc3dEOG_SAasBQVVfeXFMTm9QcmtjcVdycHFrRmFnekJXdk5aa0tJbWRIRjJsR2ozNEEtTEdaVFFXVjZfYzJqQmhnZUcxak5aR1FSS0FmUS1OVHFDSWxxcU1pYzZveUc2NWRtQ3kwbGhhN0NFMFk3bHNmTFRMX0thRC1uRmxycFowb3BxekdwSFJNdjJ0NW1pRWlOX2VCdkFRcFVvbXcyNVk3R2RNTUtaZWlMUjNuRXN3RDhv?oc=5,"Sensex falls nearly 300 points, Nifty slips to around 24,600 | Rupee also fell against US dollar in early trade | Inshorts Inshorts","""(Nifty OR Sensex OR ""Indian shares"" OR midcap OR smallcap) (falls OR selloff OR correction OR ""risk off"") when:1d"" - Google News"
2026-08-07T03:54:51+00:00,9,"['market selling', 'India market', 'macro / flows']",Dalal Street Investment Journal,"Opening Bell: Nifty 50 Falls 47 Points, Sensex Drops 337 Points as Oil Prices Remain Stable Amid U.S.-Iran Uncertainty - Dalal Street Investment Journal",https://news.google.com/rss/articles/CBMi9gFBVV95cUxPaUlYS3h5MWJrMjhqR2FsT3FhRGRmTC1QZUpWdzU2YW9PdDZ3MWQ1TEc5TE1ZNW16REtCVDVUQnNlMXdDa1hpdEk4clY0WWc3cUp4cUZEQ28xaVNEM1RWOTlsRmUteUFFZ0lLYU5SMTFOTnE2Y2l2NEdfendJZks0TVZveFlmbUVlS2ZBc1BRenFCNXZMNnNycGR2eFduamFWZmpLRlNNLVA3ckZjNWxpVnlZb2Y5NF9VQ3pHUDN0ZjloeGxRdHlFT0JIM3dZNkJMNVB6Um5pdExLSXZ3dnJBcl9TUWJQc01MaUNhbkM5V1lhOExTMWc?oc=5,"Opening Bell: Nifty 50 Falls 47 Points, Sensex Drops 337 Points as Oil Prices Remain Stable Amid U.S.-Iran Uncertainty Dalal Street Investment Journal","""(Nifty OR Sensex OR ""Indian shares"" OR midcap OR smallcap) (falls OR selloff OR correction OR ""risk off"") when:1d"" - Google News"
2026-08-06T22:20:00+00:00,9,"['AI / tech risk', 'market selling', 'macro / flows']",Investor's Business Daily,"Stocks Fall On Spiking Oil Prices, Tumbling AI Plays Sandisk, Western Digital; Nvidia Above Buy Trigger - Investor's Business Daily",https://news.google.com/rss/articles/CBMirwFBVV95cUxQQ2ZwRXhCeVZxVnEwY2UyclFwUFJ4TDdwUFpoUlFRaGgyX1NpVWE2U1J1bzZXaDVqQUc3QmU4QjZTZUhPc1BMRnpsMFFBZmxGQUxZMUQ5Q2xIWXlVdGN4c1ZDMkNpTXhpcUJkRUZVdGl0U3h0SWIySXhNZUI3LWhDTUZNWk5YQ1c4alFsRmlUYklLNUFsRXhmTl95WnBnTW81UEVOb1ltcGJkR0Z4UUlz?oc=5,"Stocks Fall On Spiking Oil Prices, Tumbling AI Plays Sandisk, Western Digital; Nvidia Above Buy Trigger Investor's Business Daily","""(AI OR ""artificial intelligence"" OR Nvidia OR semiconductor OR technology) (selloff OR ""market fall"" OR ""stocks fall"" OR correction) when:1d"" - Google News"
2026-08-06T18:32:04+00:00,9,"['AI / tech risk', 'market selling', 'macro / flows']",Stocks Down Under,SanDisk (SNDK) Stock Falls After Earnings: The AI Memory Selloff Deepens - Stocks Down Under,https://news.google.com/rss/articles/CBMigAFBVV95cUxPQzE5cnhZbXJOZnlFc25wZEZyZHRnVmdvR0xWb0xRSjZjYmVvR05BLXV5dy1wU0RDbEZTN1Nha2J4Y0ZqMVlmb2NTSGVLZExVN0twaUhZWnlhcmVoV3ZtT1BaNU40RHJoTXFlWEdIVDJ2TWd4b2pFRnU4aE9xQTNEbg?oc=5,SanDisk (SNDK) Stock Falls After Earnings: The AI Memory Selloff Deepens Stocks Down Under,"""(AI OR ""artificial intelligence"" OR Nvidia OR semiconductor OR technology) (selloff OR ""market fall"" OR ""stocks fall"" OR correction) when:1d"" - Google News"
2026-08-07T03:52:20+00:00,8,"['AI / tech risk', 'market selling']",Stocktwits,"NVDA, INTC, AMD, MU: Major Chip Stocks Fall For Second Day After AVGO's Soft AI Guidance - Stocktwits",https://news.google.com/rss/articles/CBMi4gFBVV95cUxPWmZ0aV9DNzJ1a2NadF9FS0ZxNk43ZkE1dVh5aGtmeFdZTUJFYjhTRldJYTJxYWJhWi03d0UwOVpfVXZjYjZBQ1JjY2Zvd1otWmRPWGpCWGo2MU1MblZHYU9WRm9aVVpCQ2FOSnpHSlpNU2xIMVA5elRoV1NGTS0xajctR3FJT2V0TGxzdWR1VFpJaDVsZExjYnJaTE9tTUJCTl93d0syRXJBQ2FWdDZoelk0aG5pS2FyRGsxTjM3YVNFS3JHYlhzTzkzN2NBZ3FUdTZaZVBmb0pJaDhaM3ZEUGNR?oc=5,"NVDA, INTC, AMD, MU: Major Chip Stocks Fall For Second Day After AVGO's Soft AI Guidance Stocktwits","""(AI OR ""artificial intelligence"" OR Nvidia OR semiconductor OR technology) (selloff OR ""market fall"" OR ""stocks fall"" OR correction) when:1d"" - Google News"
2026-08-07T02:52:55+00:00,8,"['market selling', 'India market', 'macro / flows']",Moneycontrol.com,"GIFT Nifty falls 100 pts, signals muted start for Sensex, Nifty; rising oil prices, weak Wall Street weigh - Moneycontrol.com",https://news.google.com/rss/articles/CBMi-wFBVV95cUxNY2haSGFZYWpwVF8yZU85Z2E2bTgxcEpJTXhDeElhYXp6b0ViQ0JXcFBEeHVNX3hsdmo4akFqVXZrbmxscDItVnFRMjhBOUNGZDBaY2puNXc3U1pmTFp0QWVwbHY0U1o2LXFWclVSUEJqRVVrTXVtTWNtX3F6QlIta0RndW92cTdkazVwdWJhQm9vN1dNY0g4WUdWbFc2S1czeG9qblpJalJGNnpiVTVBSHNDOFh0Sm9TX0tlWk1Kc0o2aURMVC04TXcwVHNJNnpkUmktY2RITHVwUDhzcmZmYkdTTURJSHR2QVFSTUJlUGFnMmk4eWJ2SE5OZ9IBgAJBVV95cUxOVU02MmRSUkZ3VDVEX01VVmhhYlBTb202WkhmRHp6Zk5VYnNJNnRyQlp0bThBZVJ3SmxxSFJpbXZOTWppc2UyTVctZ3ItNlQxQUhlY1Bzbm5GNnduMEpRbHRaZ25MT1RlVzZVRkpiTElfeFpyYkVKY18zMTJsMU9UenlXZWdwQXZxR0tlLWZZbUNhRHY1QTdYRU1rcFhfWXNya1VKbk5EQnFOeU1TbHJyV2xWSU9kNTBraFlIWDB6ejFfTWVyb0ZqM0RGS3A0Y19rdGFvM04zVThiUzl1ZFAtbElHVWVJOExfMC1OMjVGbjl1Vk9teTZnNlV1SnRWS21V?oc=5,"GIFT Nifty falls 100 pts, signals muted start for Sensex, Nifty; rising oil prices, weak Wall Street weigh Moneycontrol.com","""(Nifty OR Sensex OR ""Indian shares"" OR midcap OR smallcap) (falls OR selloff OR correction OR ""risk off"") when:1d"" - Google News"
2026-08-07T02:06:00+00:00,8,"['AI / tech risk', 'market selling']",Investing.com,"KOSPI heads for 6% weekly slide as chip selloff deepens, AI trade loses steam - Investing.com",https://news.google.com/rss/articles/CBMi1wFBVV95cUxQYkxkcS16eTVsY1VoUjBkc2psN2M0MHFmSHZpZWdNdWxHWjNYVmg3YW1NUlhJLThvcERRV01jOE5ocHZ2cTRsY3NOQ0pnNk92QzdaSm1jR1lZdGtLNmROWFlGY1JlMm5zZEFZMDJHak9CbVdhV25LNXBia1RXM3FKdUpaVGZmS2diTktFaW9OSUgzd092V1VMNWdrc05obmJGendGeC1mM2dIX3k1bjZxbE55ODBFRVlUdlNIWUVhbUxWUmNPaWVXc1IxRFRwZFZhWDhzWDhEWQ?oc=5,"KOSPI heads for 6% weekly slide as chip selloff deepens, AI trade loses steam Investing.com","""(AI OR ""artificial intelligence"" OR Nvidia OR semiconductor OR technology) (selloff OR ""market fall"" OR ""stocks fall"" OR correction) when:1d"" - Google News"
2026-08-06T15:59:00+00:00,8,"['market selling', 'India market']",India's News.Net,DII holdings in Nifty-500 hit record 21%; FII ownership falls to all-time low of 17%: Motilal Oswal - India's News.Net,https://news.google.com/rss/articles/CBMi0wFBVV95cUxOSlpXTjFBeG9MXzE4VVp0Nl93TE5BRDhOamhBZG1maUJjZW84dVhYTG0wWkNYSHhTZVJ1cUJXcTNpVHRUbmlKVDJMWHpzc3FvY04yVmV4WmxGQlFHQklmdHJKU1pyNERPTEJJNkExNU4tOEo1dm5YVjJvX29FOVFCeWE1LTNqZ0UzLWs3VjRyemhJT3Q3Y2ZrWEdzcVFoUmY4anBBQjlXcEN4V20xX2FHNGtrNGozTHI4Z1NZNHdYd2hMemhzZFpUbjlYdGFGZnRiMVM4?oc=5,DII holdings in Nifty-500 hit record 21%; FII ownership falls to all-time low of 17%: Motilal Oswal India's News.Net,"""(Nifty OR Sensex OR ""Indian shares"" OR midcap OR smallcap) (falls OR selloff OR correction OR ""risk off"") when:1d"" - Google News"
2026-08-06T14:47:11+00:00,8,"['AI / tech risk', 'market selling']",MLQ.ai,SK Hynix drops 10.4% as Korea absorbs AMD and Alphabet selloff - MLQ.ai,https://news.google.com/rss/articles/CBMiiAFBVV95cUxOcmxKeHNtbUJqQmduVXQ0QlhwVDZ4V2hQYmNiako2ZmFpLWE4aGd6cVhrRUYyWDFhYzVyREhJc1lFbW5sVWlvOXlUb1I3aW5WdjVFemNGQTFUaWFkbndHcHJJOVJrU1lONU84bmMxOGN2NnlDc1h6ckVWX2oza0R3YjJSVVlqS1U5?oc=5,SK Hynix drops 10.4% as Korea absorbs AMD and Alphabet selloff MLQ.ai,"""(AI OR ""artificial intelligence"" OR Nvidia OR semiconductor OR technology) (selloff OR ""market fall"" OR ""stocks fall"" OR correction) when:1d"" - Google News"
