published,score,themes,source,title,link,description,feed
2026-08-13T11:18:58+00:00,10,"['AI / tech risk', 'market selling']",The Indian Express,"Overseas mutual funds turn negative after 15 months amid investment curbs, AI sell-off - The Indian Express",https://news.google.com/rss/articles/CBMixAFBVV95cUxPcTlCR0NOMzA1VFROeGNvV0NyUmRGTU0wQkpjNk1nOHJHZXZBTlNzcXk2ZWpmQ0VHdERhUnU3QXpFVkM1NC1iMTd4TDJPeFlhUDJCVmhIOFkwaXp0eHktZXkxTFdjN2lCWmFZR1VDYllOQnh3WUR3MFYwd3pvVl8yNm16S3FIOFRXbG92dWp0RG4wZHVQTHdjOElPYnkxRExqc0JCUlNURF9Yek1ENzdRdW5DYlZyMG80S3o4Sk5fUzRqX0JE0gHEAUFVX3lxTE9xOUJHQ04zMDVUVE54Y29XQ3JSZEZNTTBCSmM2TWc4ckdldkFOU3NxeTZlamZDRUd0RGFSdTdBekVWQzU0LWIxN3hMMk94WWFQMkJWaEg4WTBpenR4eS1leTFMV2M3aUJaYVlHVUNiWU5CeHdZRHcwVjB3em9WXzI2bXpLcUg4VFdsb3Z1anREbjBkdVBMd2M4SU9ieTFETGpzQkJSU1REX1h6TUQ3N1F1bkNiVnIwbzRLejhKTl9TNGpfQkQ?oc=5,"Overseas mutual funds turn negative after 15 months amid investment curbs, AI sell-off The Indian Express","""(""mutual funds"" OR SIP OR AMFI OR FII OR FPI) (India OR equity OR market) when:1d"" - Google News"
2026-08-14T05:26:56+00:00,9,"['market selling', 'India market', 'macro / flows']",cfo.economictimes.indiatimes.com,"Sensex, Nifty fall in early trade as crude, FII selling weigh - cfo.economictimes.indiatimes.com",https://news.google.com/rss/articles/CBMiuwFBVV95cUxQQXQwdW9RZUszVmdtc2M0dVBTcWlmWHBpMXNLU1Z4emJBWGoybk1LUUNmWC1Wa2JIeHgzMVhkY3J1SjV5bG40M0k1MU1rbnJCZlBKV040dWJPMjNlbF9MZ3FkU0QwSUhuTUJDVzJIdC1lSzlTM21NUC1lclFibmdRTUxGNVNjUGhBRHNZMlAza2NUZ0RhdXdmX25rc25aZ0tDOEtDUlJTcjFHVXZ6emphanBrZEQwSzVqdjU40gG7AUFVX3lxTFBBdDB1b1FlSzNWZ21zYzR1UFNxaWZYcGkxc0tTVnh6YkFYajJuTUtRQ2ZYLVZrYkh4eDMxWGRjcnVKNXlsbjQzSTUxTWtuckJmUEpXTjR1Yk8yM2VsX0xncWRTRDBJSG5NQkNXMkh0LWVLOVMzbU1QLWVyUWJuZ1FNTEY1U2NQaEFEc1kyUDNrY1RnRGF1d2ZfbmtzblpnS0M4S0NSUlNyMUdVdnp6amFqcGtkRDBLNWp2NTg?oc=5,"Sensex, Nifty fall in early trade as crude, FII selling weigh cfo.economictimes.indiatimes.com","""(""mutual funds"" OR SIP OR AMFI OR FII OR FPI) (India OR equity OR market) when:1d"" - Google News"
2026-08-14T05:03:21+00:00,9,"['market selling', 'India market']",News Arena India,"Sensex drops 176 pts, Nifty falls 34 pts in early trade - News Arena India",https://news.google.com/rss/articles/CBMimwFBVV95cUxQZFMzYXZVa2lRSFlwN3lwb2FVY0M1SW9JTHVVVzJ0dTk1YmtaWjdfWXAwamM0RWs2WE5PcF9MRWduU04wQ3R3LUhTeTFoZHc3bUVvVUtfVUkxVm9tWmR6cElXWi1mZTNEQ3N1WGpLUHFzblEySlRvengyTXJHNjZpcFlNSDREYUhLUS0wMTc2ZVctMzZMU2s3VmxLOA?oc=5,"Sensex drops 176 pts, Nifty falls 34 pts in early trade News Arena India","""(Nifty OR Sensex OR ""Indian shares"" OR midcap OR smallcap) (falls OR selloff OR correction OR ""risk off"") when:1d"" - Google News"
2026-08-14T05:58:25+00:00,8,"['market selling', 'India market']",fortuneindia.com,"Sensex falls 400 pts, Nifty slips below 24,300 as IT, metal stocks drag; key reasons behind market fall - fortuneindia.com",https://news.google.com/rss/articles/CBMi2wFBVV95cUxOeHZKSzNpRlBjMHBad0VOZzNHaUNSYU1JSU5SZlI2R1BWWFRucWg5MzBjcWktdTBIWHc3QWRTVE5yVlZyZjlBWjY5TUthNzJ5LXNNQUgxVzdNUXhEckN5bXpmbWtWMENyMWZtTlBIcVd1NEJEdGh0VkJmU1YyS2NKQzRpQ0dzRFlBV1I2cFNwd21kVlZXdi1la3F0SDZqck1EbDk5b1A3Q2NITVJ0elFBQld2RFE4N2RoUi14bW44RGF5V1kySWVWc05KNlBzQW5wUFVWZ1dOMFVrSTDSAegBQVVfeXFMTzllNjZmVnFpdkI0cFhXNVdMUGcyaDhVbjhRcnVLOE9DTGpkSzlmNTliS2JRM3ZwT2daSFZpbkJsRFNKVE1GV2dvV1ZvOFRIS2RuR1hQMUwyN1lHQ3lLd1dSZEdoWVlIc3B2cElkMXJEMFdVM3hNbEQxOVQ1TVJYZjRIaHZrLTQxZnpBN1pZVmszWUc1TktnbzZjekpiV3hDZUdwQ1NFUUNuV2stdWh2U1Q2a2F0V2xsa1pub3ZYTmxDT3Qyd3FtZkVQTm5fX2V1RnhNaDBDSFExU0FvbWpnOC1oR1RkTmdHSw?oc=5,"Sensex falls 400 pts, Nifty slips below 24,300 as IT, metal stocks drag; key reasons behind market fall fortuneindia.com","""(AI OR ""artificial intelligence"" OR Nvidia OR semiconductor OR technology) (selloff OR ""market fall"" OR ""stocks fall"" OR correction) when:1d"" - Google News"
2026-08-14T05:51:55+00:00,8,"['market selling', 'India market', 'macro / flows']",Dalal Street Investment Journal,Nifty 50 Falls 0.3%; Sensex Slips 291 Points as Oil Prices Steady - Dalal Street Investment Journal,https://news.google.com/rss/articles/CBMisAFBVV95cUxPekRrc1lWcW84d1hBcjhqMTJPSko4S1VPbTZ0aUdibXNNSVFqeklrbng0QmpEVk5YSXNRa0tTUzRHQnZaVWZ6VkVETldGTjB6RlZvcDNWRTc0TnJ1a3Q1NUU0MWhSWmtOTFJRY0haN1dxRDNFeWgzcFp3d3dRTkh4UHVfOHowQ3dzR296Q29jSU5Tb2NYOWFsMl96RmhYTkoxUGhCSnFYLXVuV2tBRV8zRA?oc=5,Nifty 50 Falls 0.3%; Sensex Slips 291 Points as Oil Prices Steady Dalal Street Investment Journal,"""(Nifty OR Sensex OR ""Indian shares"" OR midcap OR smallcap) (falls OR selloff OR correction OR ""risk off"") when:1d"" - Google News"
2026-08-14T05:19:23+00:00,8,"['market selling', 'India market', 'macro / flows']",Daily Pioneer,"Sensex Gains 114 Points, Nifty Falls 40 Points Amid Crude, Geopolitical Risks - Daily Pioneer",https://news.google.com/rss/articles/CBMingFBVV95cUxQR1JLeDhDaEM1SlhQeVhSeHVQbGZEQzJtRHROSnJiSzhaOUxwQktrck04RC1nRG51SjMzcDBkWTE2Q1V2cks3MlVIbVE4RFE3aHFuTDZCclhxQkN5SnJuenlyYkpLUnNwUkU5dVV2RWdIQ05wVlQzTHVSVmFHVENGRFREeV96bUhjYW5HQThVRXBZcGtBcml2ZzJydTFLZw?oc=5,"Sensex Gains 114 Points, Nifty Falls 40 Points Amid Crude, Geopolitical Risks Daily Pioneer","""(Nifty OR Sensex OR ""Indian shares"" OR midcap OR smallcap) (falls OR selloff OR correction OR ""risk off"") when:1d"" - Google News"
2026-08-14T03:58:54+00:00,8,"['market selling', 'India market']",India TV News,"14 August, 2026 Stock Market Updates: Sensex drops 176 points, Nifty near 24,350 even as global cues improve - India TV News",https://news.google.com/rss/articles/CBMigwJBVV95cUxNZnhfVERrUkdCa251ekkwVFZIclB2ckhycFBLWHpNRXhJM0RIdTB4RFdBT2NEZng5NzNUcDQtSldkNzBvYm5SeTQ4cEY5T21JQVBLZUk3cXJ5cFJ6aDRmUnNGdlcwRDJyMzNZcGRtUTV3dXZpU09fbGQxZ0ZZX3Z3U001T3R1RkFZMThQUWlsaUVydW9XdHpsT0RuSlBVc1lGRWtHX3RQZVZ1WFhCbHdISkZOQldVMU9ab24xbkRsZDYyM044dVZJRFBIMkZxaWtJU1BSZGFqOC1fdUNvc1BBTVNfTUNEa1QwXzE5aEdINDNrc3V5dFUydnhldWN4QWNiWW130gGDAkFVX3lxTE1meF9URGtSR0JrbnV6STBUVkhyUHZySHJwUEtYek1FeEkzREh1MHhEV0FPY0RmeDk3M1RwNC1KV2Q3MG9iblJ5NDhwRjlPbUlBUEtlSTdxcnlwUnpoNGZSc0Z2VzBEMnIzM1lwZG1RNXd1dmlTT19sZDFnRllfdndTTTVPdHVGQVkxOFBRaWxpRXJ1b1d0emxPRG5KUFVzWUZFa0dfdFBlVnVYWEJsd0hKRk5CV1UxT1pvbjFuRGxkNjIzTjh1VklEUEgyRnFpa0lTUFJkYWo4LV91Q29zUEFNU19NQ0RrVDBfMTloR0g0M2tzdXl0VTJ2eGV1Y3hBY2JZbXc?oc=5,"14 August, 2026 Stock Market Updates: Sensex drops 176 points, Nifty near 24,350 even as global cues improve India TV News","""(""broader market"" OR midcap OR smallcap) (selling OR correction OR fall OR volatility) India when:1d"" - Google News"
2026-08-14T03:57:35+00:00,8,"['market selling', 'India market', 'macro / flows']",News18,"Market Today: Sensex Falls 315 Points, Nifty Opens Below 24,350 Amid Cautious Global Cues; Oil, Iran War in - News18",https://news.google.com/rss/articles/CBMi-gFBVV95cUxPdWN2aVBFQ0NpSV9kNkswZkpCRGpVZm9remxFdDFMSlZ4ZGQtMWlkWm5CcTlEZmFOTkxQazl4M1IyTm90T21ZWmdmZlZtWk9nTDUxSzlqNm5mVmhnUlppTWJ1dHJmZWhGQ3Z6UGJWbHY4dy1XMEJUai0yVkE2NUhwM01UcXJ5STJJTS1LdHUyRm9Yc3JPSUVGN0lvZElyOUNLWUpPcjZNanBJWmFjZW90M1ZiN21tcEJfLVR0VzFkZW1oVVMzSk9Xb1Z4VVBwcDZqbHB0bVhBdFl4SHY1d3NXLWRzR0hONXhqZno5SEhkb0x5Y1hrbnhaMTV30gH6AUFVX3lxTE91Y3ZpUEVDQ2lJX2Q2SzBmSkJEalVmb2t6bEV0MUxKVnhkZC0xaWRabkJxOURmYU5OTFBrOXgzUjJOb3RPbVlaZ2ZmVm1aT2dMNTFLOWo2bmZWaGdSWmlNYnV0cmZlaEZDdnpQYlZsdjh3LVcwQlRqLTJWQTY1SHAzTVRxcnlJMklNLUt0dTJGb1hzck9JRUY3SW9kSXI5Q0tZSk9yNk1qcElaYWNlb3QzVmI3bW1wQl8tVHRXMWRlbWhVUzNKT1dvVnhVUHBwNmpscHRtWEF0WXhIdjV3c1ctZHNHSE41eGpmejlISGRvTHljWGtueFoxNXc?oc=5,"Market Today: Sensex Falls 315 Points, Nifty Opens Below 24,350 Amid Cautious Global Cues; Oil, Iran War in News18","""(Nifty OR Sensex OR ""Indian shares"" OR midcap OR smallcap) (falls OR selloff OR correction OR ""risk off"") when:1d"" - Google News"
2026-08-13T11:02:00+00:00,8,"['market selling', 'India market', 'macro / flows']",The Daily Jagran,"Stock Market Mixed: Sensex Gains, Nifty Falls Amid Crude & Geopolitics - The Daily Jagran",https://news.google.com/rss/articles/CBMitgFBVV95cUxOck0tRkR3bkx3UW5neVZSWE9jckFaRXlDUEY3YVVIS25ZOFdwYk0teVFBNFZyV3c3Y2lxZTF4V0t2SjlkNjFZNnhuQjU4MnZIT2h1aGMxVURKWUxSYnEtVHRZLTlCNTZsaEVUT0xhMGZnaGpDNzE3aFdGTVIxX3pzSmdrTnJRTEE0RW53WjhYakJvdDA3Qkk5YVE3WTZUN1lrZFgyNEt0MTcxMmZCQ3JyX1J3TV9Rdw?oc=5,"Stock Market Mixed: Sensex Gains, Nifty Falls Amid Crude & Geopolitics The Daily Jagran","""(Nifty OR Sensex OR ""Indian shares"" OR midcap OR smallcap) (falls OR selloff OR correction OR ""risk off"") when:1d"" - Google News"
2026-08-13T09:16:36+00:00,8,"['market selling', 'India market']",Moneycontrol.com,"Abbott India Shares Fall 2.03% to Rs 27,570; Among Top Losers on Nifty Midcap 150 - Moneycontrol.com",https://news.google.com/rss/articles/CBMi7gFBVV95cUxNT001WWU5eWJ0NWZkZWtMRjluQ3puZEdFU29nS25JOUs3Q0ZuQ21oQ2NwM3d6VzJ1UUxhUlVtWjJsTWkwdS00ZmxfY0YyRVJLQnI5RS1xSXdJSFI3WllHUDhTbGVMUFB2NTVBWUNlX3g5bFhCdl9scXIzc0FlYksyVHNMZHBEUFA0RXZYdWg3Mk11RVpoQ0t5ZjZCczhWRzFtV05TWHcwS1cyN1FveGlIQ25rc0FPQXNNSldETG00LVdiZDI0Y3EyYzFtTERVZTctUzNLb1VEUks2blRYWGUzQ1BseEtmWEIxUk1ES0lB0gHzAUFVX3lxTE00M3VOd000ZklxMzhBYlkzeE5qb0J0X01vZVdvRk95NXNqYlo1R29mZ0VnVFRuQjBLZ0hOckhiZXNCc1RfLVVaangzTmtldnhfbjBycndmVC11dndaZmwtNTVUMnZoXzNFYlNRVE5ETzRNcWF4Y0JobU92cWZxOGh1WktvX1RVLW5XMlJmVzZrOXk3SmxEWVVudjJtaFNaS3Rpc2FJLUZqOV85aVJmV24wX0dUMEkxSGhjYm9HY1plMHNGMnpRcW0xeDBKSVdHREtXZV9FUlVWQ0h6YjJNUURPTzdiSGwwbXRVSVpJM192QVNSYw?oc=5,"Abbott India Shares Fall 2.03% to Rs 27,570; Among Top Losers on Nifty Midcap 150 Moneycontrol.com","""(""broader market"" OR midcap OR smallcap) (selling OR correction OR fall OR volatility) India when:1d"" - Google News"
