published,score,themes,source,title,link,description,feed
2026-09-22T04:30:46+00:00,10,"['market selling', 'India market', 'macro / flows']",India Today,"Sensex, Nifty open higher as crude cools, US yields fall; IT stocks drag - India Today",https://news.google.com/rss/articles/CBMi1AFBVV95cUxOXzhNbkRwMWtqUzZaUThCclZOT3lENlh3WUR2dUZ0WkZ3bTJNWjdwOVhWc3pub2NiSUJHbloxZlctMWxySEUzN1NoMzF2OHdibmNxTnNTNFBEeGlPQ25QTmR2QU50SjdHeE40Qkk5eTY4RkMxM0dfd3k3Z1BRb1lqdzdWQXFSNzZ2TXJBS1BpTnRPckszMXdXUGptclRiWTJlSUdpeHBnLTVCTVpINjFWVGV6QkZWVWg4bjVndmhUdExNUlNxb0J4NDBqcmJSTmlkWXFlUNIB2gFBVV95cUxOcUROc0tDR2JuMU9CVnc1YzlYaWZlcTc1TFI0OTZpR2xPenZvN0k2cEtoZEZueUhoVWVsUlBNUlJIZEM1aWcyRGpyR3NKZ3hCWEtvX0R1WV9HTENDYjY3MGFSSG92ODgyMVNKd1RnVGF1aDVwNmdZSmpXQ283b3c4bm9DanJIMHZHXzlHdk9XT0VKeWl5LWJ1Y0JNYWpzZHBrMzY0SWFTekRLb3lNX1UxeEdueHplaXZBbTU3U1VsNlpxbU1wTEJGNGFkb1FBRjdZdERiTjVpRVZNZw?oc=5,"Sensex, Nifty open higher as crude cools, US yields fall; IT stocks drag India Today","""(Nifty OR Sensex OR ""Indian shares"" OR midcap OR smallcap) (falls OR selloff OR correction OR ""risk off"") when:1d"" - Google News"
2026-09-22T04:16:43+00:00,9,"['market selling', 'India market', 'macro / flows']",The Hans India,"Sensex, Nifty open marginally higher over crude price correction - The Hans India",https://news.google.com/rss/articles/CBMiwgFBVV95cUxQbkhkbE90Rngtbkp5Zllyd3ZvbE9QYmotV0MtcEtQWTRXMVVNOGxSRC1Pa3NLVGFZdkQxMEFxakROWmJuTzhaaGRYaFdaNlg1Y3U4Skt5UGtRZmtfclllcGh1bUkzOW5qbEZ4TEZCcmtVbUMweVNROGNpTHNBVlFwNThXLTlTMEJzSV9EYXVBQUk5YWQwMUtXNEZwc1VUdTBUbjM0Wno4YVpjZHllNzg2VjYtRzRUbi1UQnNoN25laXJtUQ?oc=5,"Sensex, Nifty open marginally higher over crude price correction The Hans India","""(Nifty OR Sensex OR ""Indian shares"" OR midcap OR smallcap) (falls OR selloff OR correction OR ""risk off"") when:1d"" - Google News"
2026-09-21T17:48:50+00:00,9,"['market selling', 'India market', 'macro / flows']",INDIA New England News,"Sensex Gains 564 Points, Nifty Closes Above 23,400 as Oil Prices Fall - INDIA New England News",https://news.google.com/rss/articles/CBMinAFBVV95cUxPRmJUU25hZlVwUk1XNUJza1RYcGdWUEx2Qm5ERXo0eWg1MGVrMDZDMlE5MWZMYWJIWVhxNEFDQ1AxN2xpV1hNS1F1TWs4UHlCQm1abVprWGphc2ZPZ0hFcWdaQVdCMy1PLW9Dd0t4VjhVZVFSaEdjM251c2lNTFFqNDM3SWJDQ1B0a0dVR2x3Zy1wYjZfMEdtRk4xZTI?oc=5,"Sensex Gains 564 Points, Nifty Closes Above 23,400 as Oil Prices Fall INDIA New England News","""(""broader market"" OR midcap OR smallcap) (selling OR correction OR fall OR volatility) India when:1d"" - Google News"
2026-09-21T12:34:52+00:00,9,"['AI / tech risk', 'market selling']",Pluang,Investor keeps buying Nvidia despite China risks and tech selloff due to strong AI demand and supply constraints. - Pluang,https://news.google.com/rss/articles/CBMipgFBVV95cUxNTV9jTzY4aUF1OEROeTh6NzYwbnEzUXFDc2NrT0c2Rm9kOVJsbFdUaHJfTHd2SlA4VVd5aEpVeGZfVnY1dWc5VWZjenBSaFQ0SkhhSGE2c2R5WGhUOTBRTUpvYVQzQ1NyMGZJLWNyOWhLMGdDZVRiT2ZCV3pqZmZRQ0s2dF9qS1FXdC1OdDhNMHZDeUlyd0UwaDcyZnJGSnNOOTRHeUtR?oc=5,Investor keeps buying Nvidia despite China risks and tech selloff due to strong AI demand and supply constraints. Pluang,"""(AI OR ""artificial intelligence"" OR Nvidia OR semiconductor OR technology) (selloff OR ""market fall"" OR ""stocks fall"" OR correction) when:1d"" - Google News"
2026-09-22T06:07:36+00:00,8,"['AI / tech risk', 'market selling', 'macro / flows']",BBN Times,SSE Composite Today: Shanghai Shares Track Regional Weakness as Global AI Selloff and Oil Spike Weigh on Sentiment - BBN Times,https://news.google.com/rss/articles/CBMi6AFBVV95cUxNRVNkWmozbEwxTmtTeERTZ05nNGN4VTBsYlZvcGRzZjVyVllORU5fdVZBRFNkckhHN2JhQUZuV2QxaFcybXE4RTR1WTlENTlFc3FpS2RNSXA5UUZhTzYtR1RSVWNIR3NuZ2VWY0M1Y05qR1BZLW5CZ2VnbFYzaDlBMVhkaFNpNjFkS29lZWx0U1ctVjktMjhtbDJKLVh3UF9KZ082bWZaU0VzSVd5Nm1ja05oYUEtZWlmb1hhNGItWkdQZ08xMFZWWWNMXzJ5eDQ5X2Q3a1ZzRHY2MHJWcklfXzJ2elFXdkMt?oc=5,SSE Composite Today: Shanghai Shares Track Regional Weakness as Global AI Selloff and Oil Spike Weigh on Sentiment BBN Times,"""(AI OR ""artificial intelligence"" OR Nvidia OR semiconductor OR technology) (selloff OR ""market fall"" OR ""stocks fall"" OR correction) when:1d"" - Google News"
2026-09-22T03:07:19+00:00,8,"['market selling', 'India market']",India Today,"Sensex, Nifty opening: Will stock market rise or fall today? - India Today",https://news.google.com/rss/articles/CBMi4wFBVV95cUxNbHQ0TmxjVWt4RnlNbkI3Z1V1eXg0T3licW5URm5ESHdSaVFjSWpHdlpzbTJVUmc5NjJwXzdjeXpsNjhnZGF4WXhTUnF6bXNsQVpGWk9WdDZ0RVRxaWNTaWJtSUpjVEppVkhiWlI3M1BOTEx4cTd2VWYzRDZoNkhSRlJ0Zm5oeUZWU0V5V0MyNFFwV1h1Qk1qRGZaUEFGMWVpNlZNeGozeG8yWElIamg5aFJuWnJjMFJNRDRxem1tbm5UVGF5NEJxS1ZyNmNFeF9EN0lJbFdLbFFsNXlDQWd0WXpBc9IB6AFBVV95cUxQSGxwbG9ReWhtY3V2OHZJcWV4OFllQVBoMkxMa280VXI4a3lnRmxkbWpndWNSb0ZrbTd2VWpPUENDWHhFSDZidGRLZXZFUmdoakFuZXgycExsd2JDRE95Z0dpUDJhVVZGbjNQN21yYUhnRWtsa1RnOUU0OUljSlZweU5aUlk1NmFjeWF4ejRkbTVsQmd0MGl5by1uM2pwZEM3YzBaZ3V3dk5PQWNwcDVDOUVWanhVLThWd3M0ZmlrbWNFQlBOMEJSR0ZKZDA1SFhBU2l4WlpKNm14Q1puZ0lnZjBET1hMOURX?oc=5,"Sensex, Nifty opening: Will stock market rise or fall today? India Today","""(Nifty OR Sensex OR ""Indian shares"" OR midcap OR smallcap) (falls OR selloff OR correction OR ""risk off"") when:1d"" - Google News"
2026-09-22T00:10:31+00:00,8,"['AI / tech risk', 'market selling']",Stocktwits,Nvidia's Reported $5B SSI Investment Fails To Lift NVDA Stock Amid Chip Stocks Selloff - Stocktwits,https://news.google.com/rss/articles/CBMiywFBVV95cUxPYXVSZWxiMm45VWUycHYwNFZ6UV9uQXV3T1paTVVnWU11YnkwM2NfTDNMLXhyUlhkLXlKRWptNzRDUjZNNE9USkZWQXpHa2pIZUZlUE5LZGJ2TldoUkVZaWxHNjdVVG9BTjMzVlRqVmlBOXVXN1A5cWh3T0JBVTVKZzdOUDdkWlBUeFJrNUZtejl0dEJqVVhybGZzQXNtNWtBY0YzSGNfNS1sSGp2ZzhUa2ZDX09sa2hVTDhBMXB5NTZNVGYyYkhQNmMyQQ?oc=5,Nvidia's Reported $5B SSI Investment Fails To Lift NVDA Stock Amid Chip Stocks Selloff Stocktwits,"""(AI OR ""artificial intelligence"" OR Nvidia OR semiconductor OR technology) (selloff OR ""market fall"" OR ""stocks fall"" OR correction) when:1d"" - Google News"
2026-09-21T20:30:59+00:00,8,"['AI / tech risk', 'market selling', 'macro / flows']",invezz.com,Dow closes 360 points higher as AI stocks rally and oil prices fall - invezz.com,https://news.google.com/rss/articles/CBMiqgFBVV95cUxNWWxsT0xjWGswcFlFMzUwbTJnTGNjeFdvSG9MeDU0WDN3T2xBZHBzUFpXSFRHTktZdE9oV0NZb2cyNUlxSFRNd1BkMmxIZDRYU1ZheE5Tb3pwUWRUWU5YVEgwdzJxSVhCNFl1eFJRcVoxWjdnTno5YVQwREZrMC1UUHFWZk82M2lTN3Q5SU5EcWRWZ0kzTVEyWVFtaE1mODRueGgySTFBYm5vZw?oc=5,Dow closes 360 points higher as AI stocks rally and oil prices fall invezz.com,"""(""broader market"" OR midcap OR smallcap) (selling OR correction OR fall OR volatility) India when:1d"" - Google News"
2026-09-21T19:35:36+00:00,8,"['AI / tech risk', 'market selling']",Bitget,"AI boom hides potential correction risks? ECB board member: If expectations fall short, the market will be fragile - Bitget",https://news.google.com/rss/articles/CBMiY0FVX3lxTE8wWHdITEJnR2lENWRveTZNbG8wRlhWOUc2VUU0ZXFkN2lBcTdyX3FfOUhybFQtQ2p6MkZTRk1sUXg5LUtESVEtS3hhQTFobkJIb2U0dlIwR0JSQnV0a0gtUU5mMNIBY0FVX3lxTE8wWHdITEJnR2lENWRveTZNbG8wRlhWOUc2VUU0ZXFkN2lBcTdyX3FfOUhybFQtQ2p6MkZTRk1sUXg5LUtESVEtS3hhQTFobkJIb2U0dlIwR0JSQnV0a0gtUU5mMA?oc=5,"AI boom hides potential correction risks? ECB board member: If expectations fall short, the market will be fragile Bitget","""(AI OR ""artificial intelligence"" OR Nvidia OR semiconductor OR technology) (selloff OR ""market fall"" OR ""stocks fall"" OR correction) when:1d"" - Google News"
2026-09-21T19:35:28+00:00,8,"['AI / tech risk', 'market selling']",VanEck,"Is the AI Build-Out Still on Track, and What Is the Semiconductor Selloff Telling Investors? - VanEck",https://news.google.com/rss/articles/CBMi3gFBVV95cUxPNVlYQjRkLThVUlpGb2pqNlcxX1IzeXVMbS1NVGk3Zmt5cTd2c0VvU0ZlN1dNTlk1QlRiNkNzZFMyaFdtXy15X1BLNXBwTTdoc2Q0Nzcxa3RwaTJxTm1TZUhoZUVuR3l4SVp1cmNTSGVKODI5aWYyVXlUakFMVFNUbmdYNXMtVllUcmlnRmt4SkFHMk1tcjRERWZ3ZTd5UG13TFA0MXA1anY3NnRxWnpPU29uYlFGa2QxU0hqZk43V3NfclVhdno5TndYd0VMNVFEVlhFZmFjM29rbzc5Mnc?oc=5,"Is the AI Build-Out Still on Track, and What Is the Semiconductor Selloff Telling Investors? VanEck","""(AI OR ""artificial intelligence"" OR Nvidia OR semiconductor OR technology) (selloff OR ""market fall"" OR ""stocks fall"" OR correction) when:1d"" - Google News"
